,adam,gradient_descend,ada_grad,momentum,Nesterov,rms_prop
4973,[-6.77959824e-25 -1.16219353e-25],[-4.25751344e+00  9.50783710e-05],[-1.4119530e+00  1.4306672e-10],[-4.0286871e+00  3.1342728e-05],[-4.25751344e+00  9.50783710e-05],[-7.14880497e-13  4.99999950e-03]
4974,[-6.77959824e-25 -1.16219353e-25],[-4.25708769e+00  9.48882120e-05],[-1.41154422e+00  1.43066720e-10],[-4.02823946e+00  3.12730567e-05],[-4.25708769e+00  9.48882120e-05],[-7.14880497e-13 -4.99999950e-03]
4975,[-6.77959824e-25 -1.16219353e-25],[-4.25666198e+00  9.46984360e-05],[-1.41113556e+00  1.43066720e-10],[-4.02779187e+00  3.12035452e-05],[-4.25666198e+00  9.46984360e-05],[-7.14880497e-13  4.99999950e-03]
4976,[-6.77959824e-25 -1.16219353e-25],[-4.25623631e+00  9.45090375e-05],[-1.41072702e+00  1.43066720e-10],[-4.02734434e+00  3.11341884e-05],[-4.25623631e+00  9.45090375e-05],[-7.14880497e-13 -4.99999950e-03]
4977,[-6.77959824e-25 -1.16219353e-25],[-4.25581069e+00  9.43200220e-05],[-1.4103186e+00  1.4306672e-10],[-4.02689685e+00  3.10649859e-05],[-4.25581069e+00  9.43200220e-05],[-7.14880497e-13  4.99999950e-03]
4978,[-6.77959824e-25 -1.16219353e-25],[-4.25538511e+00  9.41313785e-05],[-1.40991031e+00  1.43066720e-10],[-4.02644941e+00  3.09959320e-05],[-4.25538511e+00  9.41313785e-05],[-7.14880497e-13 -4.99999950e-03]
4979,[-6.77959824e-25 -1.16219353e-25],[-4.25495957e+00  9.39431179e-05],[-1.40950214e+00  1.43066720e-10],[-4.02600202e+00  3.09270318e-05],[-4.25495957e+00  9.39431179e-05],[-7.14880497e-13  4.99999950e-03]
4980,[-6.77959824e-25 -1.16219353e-25],[-4.25453407e+00  9.37552294e-05],[-1.40909409e+00  1.43066720e-10],[-4.02555468e+00  3.08582857e-05],[-4.25453407e+00  9.37552294e-05],[-7.14880497e-13 -4.99999950e-03]
4981,[-6.77959824e-25 -1.16219353e-25],[-4.25410862e+00  9.35677238e-05],[-1.40868616e+00  1.43066720e-10],[-4.02510739e+00  3.07896937e-05],[-4.25410862e+00  9.35677238e-05],[-7.14880497e-13  4.99999950e-03]
4982,[-6.77959824e-25 -1.16219353e-25],[-4.25368321e+00  9.33805901e-05],[-1.40827835e+00  1.43066720e-10],[-4.02466015e+00  3.07212505e-05],[-4.25368321e+00  9.33805901e-05],[-7.14880497e-13 -4.99999950e-03]
4983,[-6.77959824e-25 -1.16219353e-25],[-4.25325784e+00  9.31938340e-05],[-1.40787066e+00  1.43066720e-10],[-4.02421296e+00  3.06529609e-05],[-4.25325784e+00  9.31938340e-05],[-7.14880497e-13  4.99999950e-03]
4984,[-6.77959824e-25 -1.16219353e-25],[-4.25283252e+00  9.30074442e-05],[-1.4074631e+00  1.4306672e-10],[-4.02376582e+00  3.05848254e-05],[-4.25283252e+00  9.30074442e-05],[-7.14880497e-13 -4.99999950e-03]
4985,[-6.77959824e-25 -1.16219353e-25],[-4.25240723e+00  9.28214319e-05],[-1.40705565e+00  1.43066720e-10],[-4.02331873e+00  3.05168441e-05],[-4.25240723e+00  9.28214319e-05],[-7.14880497e-13  4.99999950e-03]
4986,[-6.77959824e-25 -1.16219353e-25],[-4.25198199e+00  9.26357859e-05],[-1.40664833e+00  1.43066720e-10],[-4.02287169e+00  3.04490115e-05],[-4.25198199e+00  9.26357859e-05],[-7.14880497e-13 -4.99999950e-03]
4987,[-6.77959824e-25 -1.16219353e-25],[-4.25155679e+00  9.24505119e-05],[-1.40624113e+00  1.43066720e-10],[-4.02242470e+00  3.03813269e-05],[-4.25155679e+00  9.24505119e-05],[-7.14880497e-13  4.99999950e-03]
4988,[-6.77959824e-25 -1.16219353e-25],[-4.25113164e+00  9.22656154e-05],[-1.40583405e+00  1.43066720e-10],[-4.02197776e+00  3.03137960e-05],[-4.25113164e+00  9.22656154e-05],[-7.14880497e-13 -4.99999950e-03]
4989,[-6.77959824e-25 -1.16219353e-25],[-4.25070653e+00  9.20810852e-05],[-1.40542709e+00  1.43066720e-10],[-4.02153087e+00  3.02464191e-05],[-4.25070653e+00  9.20810852e-05],[-7.14880497e-13  4.99999950e-03]
4990,[-6.77959824e-25 -1.16219353e-25],[-4.25028145e+00  9.18969214e-05],[-1.40502026e+00  1.43066720e-10],[-4.02108402e+00  3.01791854e-05],[-4.25028145e+00  9.18969214e-05],[-7.14880497e-13 -4.99999950e-03]
4991,[-6.77959824e-25 -1.16219353e-25],[-4.24985643e+00  9.17131295e-05],[-1.40461354e+00  1.43066720e-10],[-4.02063723e+00  3.01120992e-05],[-4.24985643e+00  9.17131295e-05],[-7.14880497e-13  4.99999950e-03]
4992,[-6.77959824e-25 -1.16219353e-25],[-4.24943144e+00  9.15297040e-05],[-1.40420694e+00  1.43066720e-10],[-4.02019049e+00  3.00451665e-05],[-4.24943144e+00  9.15297040e-05],[-7.14880497e-13 -4.99999950e-03]
4993,[-6.77959824e-25 -1.16219353e-25],[-4.24900650e+00  9.13466449e-05],[-1.40380047e+00  1.43066720e-10],[-4.01974379e+00  2.99783880e-05],[-4.24900650e+00  9.13466449e-05],[-7.14880497e-13  4.99999950e-03]
4994,[-6.77959824e-25 -1.16219353e-25],[-4.24858160e+00  9.11639522e-05],[-1.40339412e+00  1.43066720e-10],[-4.01929715e+00  2.99117525e-05],[-4.24858160e+00  9.11639522e-05],[-7.14880497e-13 -4.99999950e-03]
4995,[-6.77959824e-25 -1.16219353e-25],[-4.24815674e+00  9.09816258e-05],[-1.40298788e+00  1.43066720e-10],[-4.01885056e+00  2.98452646e-05],[-4.24815674e+00  9.09816258e-05],[-7.14880497e-13  4.99999950e-03]
4996,[-6.77959824e-25 -1.16219353e-25],[-4.24773192e+00  9.07996602e-05],[-1.40258177e+00  1.43066720e-10],[-4.01840401e+00  2.97789302e-05],[-4.24773192e+00  9.07996602e-05],[-7.14880497e-13 -4.99999950e-03]
4997,[-6.77959824e-25 -1.16219353e-25],[-4.24730715e+00  9.06180611e-05],[-1.40217578e+00  1.43066720e-10],[-4.01795752e+00  2.97127389e-05],[-4.24730715e+00  9.06180611e-05],[-7.14880497e-13  4.99999950e-03]
4998,[-6.77959824e-25 -1.16219353e-25],[-4.24688242e+00  9.04368227e-05],[-1.40176991e+00  1.43066720e-10],[-4.01751107e+00  2.96466951e-05],[-4.24688242e+00  9.04368227e-05],[-7.14880497e-13 -4.99999950e-03]
4999,[-6.77959824e-25 -1.16219353e-25],[-4.24645773e+00  9.02559507e-05],[-1.40136417e+00  1.43066720e-10],[-4.01706468e+00  2.95807992e-05],[-4.24645773e+00  9.02559507e-05],[-7.14880497e-13  4.99999950e-03]
5000,[-6.77959824e-25 -1.16219353e-25],[-4.24603309e+00  9.00754395e-05],[-1.40095854e+00  1.43066720e-10],[-4.01661833e+00  2.95150514e-05],[-4.24603309e+00  9.00754395e-05],[-7.14880497e-13 -4.99999950e-03]
5001,[-6.77959824e-25 -1.16219353e-25],[-4.24560848e+00  8.98952837e-05],[-1.40055303e+00  1.43066720e-10],[-4.01617203e+00  2.94494461e-05],[-4.24560848e+00  8.98952837e-05],[-7.14880497e-13  4.99999950e-03]
5002,[-6.77959824e-25 -1.16219353e-25],[-4.24518392e+00  8.97154886e-05],[-1.40014764e+00  1.43066720e-10],[-4.01572579e+00  2.93839827e-05],[-4.24518392e+00  8.97154886e-05],[-7.14880497e-13 -4.99999950e-03]
5003,[-6.77959824e-25 -1.16219353e-25],[-4.24475940e+00  8.95360543e-05],[-1.39974238e+00  1.43066720e-10],[-4.01527959e+00  2.93186667e-05],[-4.24475940e+00  8.95360543e-05],[-7.14880497e-13  4.99999950e-03]
5004,[-6.77959824e-25 -1.16219353e-25],[-4.24433493e+00  8.93569809e-05],[-1.39933723e+00  1.43066720e-10],[-4.01483344e+00  2.92534986e-05],[-4.24433493e+00  8.93569809e-05],[-7.14880497e-13 -4.99999950e-03]
5005,[-6.77959824e-25 -1.16219353e-25],[-4.24391049e+00  8.91782683e-05],[-1.39893221e+00  1.43066720e-10],[-4.01438734e+00  2.91884786e-05],[-4.24391049e+00  8.91782683e-05],[-7.14880497e-13  4.99999950e-03]
5006,[-6.77959824e-25 -1.16219353e-25],[-4.2434861e+00  8.8999911e-05],[-1.3985273e+00  1.4306672e-10],[-4.01394130e+00  2.91236011e-05],[-4.2434861e+00  8.8999911e-05],[-7.14880497e-13 -4.99999950e-03]
5007,[-6.77959824e-25 -1.16219353e-25],[-4.24306175e+00  8.88219145e-05],[-1.39812252e+00  1.43066720e-10],[-4.01349530e+00  2.90588655e-05],[-4.24306175e+00  8.88219145e-05],[-7.14880497e-13  4.99999950e-03]
5008,[-6.77959824e-25 -1.16219353e-25],[-4.24263745e+00  8.86442733e-05],[-1.39771786e+00  1.43066720e-10],[-4.01304935e+00  2.89942718e-05],[-4.24263745e+00  8.86442733e-05],[-7.14880497e-13 -4.99999950e-03]
5009,[-6.77959824e-25 -1.16219353e-25],[-4.24221318e+00  8.84669817e-05],[-1.39731332e+00  1.43066720e-10],[-4.01260345e+00  2.89298254e-05],[-4.24221318e+00  8.84669817e-05],[-7.14880497e-13  4.99999950e-03]
5010,[-6.77959824e-25 -1.16219353e-25],[-4.24178896e+00  8.82900455e-05],[-1.39690889e+00  1.43066720e-10],[-4.01215760e+00  2.88655215e-05],[-4.24178896e+00  8.82900455e-05],[-7.14880497e-13 -4.99999950e-03]
5011,[-6.77959824e-25 -1.16219353e-25],[-4.24136478e+00  8.81134645e-05],[-1.39650459e+00  1.43066720e-10],[-4.01171180e+00  2.88013595e-05],[-4.24136478e+00  8.81134645e-05],[-7.14880497e-13  4.99999950e-03]
5012,[-6.77959824e-25 -1.16219353e-25],[-4.24094065e+00  8.79372333e-05],[-1.39610041e+00  1.43066720e-10],[-4.01126605e+00  2.87373394e-05],[-4.24094065e+00  8.79372333e-05],[-7.14880497e-13 -4.99999950e-03]
5013,[-6.77959824e-25 -1.16219353e-25],[-4.24051655e+00  8.77613573e-05],[-1.39569635e+00  1.43066720e-10],[-4.01082034e+00  2.86734667e-05],[-4.24051655e+00  8.77613573e-05],[-7.14880497e-13  4.99999950e-03]
5014,[-6.77959824e-25 -1.16219353e-25],[-4.24009250e+00  8.75858366e-05],[-1.39529241e+00  1.43066720e-10],[-4.01037469e+00  2.86097364e-05],[-4.24009250e+00  8.75858366e-05],[-7.14880497e-13 -4.99999950e-03]
5015,[-6.77959824e-25 -1.16219353e-25],[-4.23966849e+00  8.74106656e-05],[-1.39488859e+00  1.43066720e-10],[-4.00992909e+00  2.85461425e-05],[-4.23966849e+00  8.74106656e-05],[-7.14880497e-13  4.99999950e-03]
5016,[-6.77959824e-25 -1.16219353e-25],[-4.23924453e+00  8.72358443e-05],[-1.39448489e+00  1.43066720e-10],[-4.00948354e+00  2.84826899e-05],[-4.23924453e+00  8.72358443e-05],[-7.14880497e-13 -4.99999950e-03]
5017,[-6.77959824e-25 -1.16219353e-25],[-4.23882060e+00  8.70613728e-05],[-1.39408131e+00  1.43066720e-10],[-4.00903803e+00  2.84193791e-05],[-4.23882060e+00  8.70613728e-05],[-7.14880497e-13  4.99999950e-03]
5018,[-6.77959824e-25 -1.16219353e-25],[-4.23839672e+00  8.68872509e-05],[-1.39367785e+00  1.43066720e-10],[-4.00859258e+00  2.83562101e-05],[-4.23839672e+00  8.68872509e-05],[-7.14880497e-13 -4.99999950e-03]
5019,[-6.77959824e-25 -1.16219353e-25],[-4.23797288e+00  8.67134733e-05],[-1.39327451e+00  1.43066720e-10],[-4.00814717e+00  2.82931775e-05],[-4.23797288e+00  8.67134733e-05],[-7.14880497e-13  4.99999950e-03]
5020,[-6.77959824e-25 -1.16219353e-25],[-4.23754908e+00  8.65400454e-05],[-1.39287129e+00  1.43066720e-10],[-4.00770182e+00  2.82302862e-05],[-4.23754908e+00  8.65400454e-05],[-7.14880497e-13 -4.99999950e-03]
5021,[-6.77959824e-25 -1.16219353e-25],[-4.23712533e+00  8.63669671e-05],[-1.39246819e+00  1.43066720e-10],[-4.00725651e+00  2.81675366e-05],[-4.23712533e+00  8.63669671e-05],[-7.14880497e-13  4.99999950e-03]
5022,[-6.77959824e-25 -1.16219353e-25],[-4.23670161e+00  8.61942331e-05],[-1.39206521e+00  1.43066720e-10],[-4.00681126e+00  2.81049290e-05],[-4.23670161e+00  8.61942331e-05],[-7.14880497e-13 -4.99999950e-03]
5023,[-6.77959824e-25 -1.16219353e-25],[-4.23627794e+00  8.60218432e-05],[-1.39166234e+00  1.43066720e-10],[-4.00636605e+00  2.80424576e-05],[-4.23627794e+00  8.60218432e-05],[-7.14880497e-13  4.99999950e-03]
5024,[-6.77959824e-25 -1.16219353e-25],[-4.23585432e+00  8.58497975e-05],[-1.3912596e+00  1.4306672e-10],[-4.00592089e+00  2.79801220e-05],[-4.23585432e+00  8.58497975e-05],[-7.14880497e-13 -4.99999950e-03]
5025,[-6.77959824e-25 -1.16219353e-25],[-4.23543073e+00  8.56780959e-05],[-1.39085698e+00  1.43066720e-10],[-4.00547578e+00  2.79179277e-05],[-4.23543073e+00  8.56780959e-05],[-7.14880497e-13  4.99999950e-03]
5026,[-6.77959824e-25 -1.16219353e-25],[-4.23500719e+00  8.55067386e-05],[-1.39045448e+00  1.43066720e-10],[-4.00503073e+00  2.78558751e-05],[-4.23500719e+00  8.55067386e-05],[-7.14880497e-13 -4.99999950e-03]
5027,[-6.77959824e-25 -1.16219353e-25],[-4.23458369e+00  8.53357254e-05],[-1.3900521e+00  1.4306672e-10],[-4.00458572e+00  2.77939589e-05],[-4.23458369e+00  8.53357254e-05],[-7.14880497e-13  4.99999950e-03]
5028,[-6.77959824e-25 -1.16219353e-25],[-4.23416023e+00  8.51650563e-05],[-1.38964984e+00  1.43066720e-10],[-4.00414076e+00  2.77321784e-05],[-4.23416023e+00  8.51650563e-05],[-7.14880497e-13 -4.99999950e-03]
5029,[-6.77959824e-25 -1.16219353e-25],[-4.23373681e+00  8.49947259e-05],[-1.3892477e+00  1.4306672e-10],[-4.00369585e+00  2.76705336e-05],[-4.23373681e+00  8.49947259e-05],[-7.14880497e-13  4.99999950e-03]
5030,[-6.77959824e-25 -1.16219353e-25],[-4.23331344e+00  8.48247397e-05],[-1.38884568e+00  1.43066720e-10],[-4.00325099e+00  2.76090245e-05],[-4.23331344e+00  8.48247397e-05],[-7.14880497e-13 -4.99999950e-03]
5031,[-6.77959824e-25 -1.16219353e-25],[-4.23289011e+00  8.46550920e-05],[-1.38844377e+00  1.43066720e-10],[-4.00280618e+00  2.75476566e-05],[-4.23289011e+00  8.46550920e-05],[-7.14880497e-13  4.99999950e-03]
5032,[-6.77959824e-25 -1.16219353e-25],[-4.23246682e+00  8.44857830e-05],[-1.38804199e+00  1.43066720e-10],[-4.00236141e+00  2.74864250e-05],[-4.23246682e+00  8.44857830e-05],[-7.14880497e-13 -4.99999950e-03]
5033,[-6.77959824e-25 -1.16219353e-25],[-4.23204357e+00  8.43168071e-05],[-1.38764033e+00  1.43066720e-10],[-4.00191670e+00  2.74253236e-05],[-4.23204357e+00  8.43168071e-05],[-7.14880497e-13  4.99999950e-03]
5034,[-6.77959824e-25 -1.16219353e-25],[-4.23162037e+00  8.41481698e-05],[-1.38723878e+00  1.43066720e-10],[-4.00147204e+00  2.73643629e-05],[-4.23162037e+00  8.41481698e-05],[-7.14880497e-13 -4.99999950e-03]
5035,[-6.77959824e-25 -1.16219353e-25],[-4.23119721e+00  8.39798766e-05],[-1.38683736e+00  1.43066720e-10],[-4.00102743e+00  2.73035328e-05],[-4.23119721e+00  8.39798766e-05],[-7.14880497e-13  4.99999950e-03]
5036,[-6.77959824e-25 -1.16219353e-25],[-4.23077409e+00  8.38119165e-05],[-1.38643605e+00  1.43066720e-10],[-4.00058286e+00  2.72428380e-05],[-4.23077409e+00  8.38119165e-05],[-7.14880497e-13 -4.99999950e-03]
5037,[-6.77959824e-25 -1.16219353e-25],[-4.23035101e+00  8.36442950e-05],[-1.38603486e+00  1.43066720e-10],[-4.00013835e+00  2.71822787e-05],[-4.23035101e+00  8.36442950e-05],[-7.14880497e-13  4.99999950e-03]
5038,[-6.77959824e-25 -1.16219353e-25],[-4.22992797e+00  8.34770066e-05],[-1.3856338e+00  1.4306672e-10],[-3.99969388e+00  2.71218607e-05],[-4.22992797e+00  8.34770066e-05],[-7.14880497e-13 -4.99999950e-03]
5039,[-6.77959824e-25 -1.16219353e-25],[-4.22950498e+00  8.33100513e-05],[-1.38523285e+00  1.43066720e-10],[-3.99924947e+00  2.70615790e-05],[-4.22950498e+00  8.33100513e-05],[-7.14880497e-13  4.99999950e-03]
5040,[-6.77959824e-25 -1.16219353e-25],[-4.22908203e+00  8.31434346e-05],[-1.38483202e+00  1.43066720e-10],[-3.99880510e+00  2.70014274e-05],[-4.22908203e+00  8.31434346e-05],[-7.14880497e-13 -4.99999950e-03]
5041,[-6.77959824e-25 -1.16219353e-25],[-4.22865912e+00  8.29771509e-05],[-1.38443131e+00  1.43066720e-10],[-3.99836078e+00  2.69414055e-05],[-4.22865912e+00  8.29771509e-05],[-7.14880497e-13  4.99999950e-03]
5042,[-6.77959824e-25 -1.16219353e-25],[-4.22823626e+00  8.28112003e-05],[-1.38403072e+00  1.43066720e-10],[-3.99791651e+00  2.68815186e-05],[-4.22823626e+00  8.28112003e-05],[-7.14880497e-13 -4.99999950e-03]
5043,[-6.77959824e-25 -1.16219353e-25],[-4.22781343e+00  8.26455773e-05],[-1.38363025e+00  1.43066720e-10],[-3.99747230e+00  2.68217674e-05],[-4.22781343e+00  8.26455773e-05],[-7.14880497e-13  4.99999950e-03]
5044,[-6.77959824e-25 -1.16219353e-25],[-4.22739065e+00  8.24802873e-05],[-1.3832299e+00  1.4306672e-10],[-3.99702813e+00  2.67621463e-05],[-4.22739065e+00  8.24802873e-05],[-7.14880497e-13 -4.99999950e-03]
5045,[-6.77959824e-25 -1.16219353e-25],[-4.22696791e+00  8.23153248e-05],[-1.38282967e+00  1.43066720e-10],[-3.99658401e+00  2.67026603e-05],[-4.22696791e+00  8.23153248e-05],[-7.14880497e-13  4.99999950e-03]
5046,[-6.77959824e-25 -1.16219353e-25],[-4.22654522e+00  8.21506898e-05],[-1.38242956e+00  1.43066720e-10],[-3.99613994e+00  2.66433045e-05],[-4.22654522e+00  8.21506898e-05],[-7.14880497e-13 -4.99999950e-03]
5047,[-6.77959824e-25 -1.16219353e-25],[-4.22612256e+00  8.19863879e-05],[-1.38202956e+00  1.43066720e-10],[-3.99569592e+00  2.65840837e-05],[-4.22612256e+00  8.19863879e-05],[-7.14880497e-13  4.99999950e-03]
5048,[-6.77959824e-25 -1.16219353e-25],[-4.22569995e+00  8.18224135e-05],[-1.38162968e+00  1.43066720e-10],[-3.99525194e+00  2.65249931e-05],[-4.22569995e+00  8.18224135e-05],[-7.14880497e-13 -4.99999950e-03]
5049,[-6.77959824e-25 -1.16219353e-25],[-4.22527738e+00  8.16587722e-05],[-1.38122993e+00  1.43066720e-10],[-3.99480802e+00  2.64660320e-05],[-4.22527738e+00  8.16587722e-05],[-7.14880497e-13  4.99999950e-03]
5050,[-6.77959824e-25 -1.16219353e-25],[-4.22485485e+00  8.14954528e-05],[-1.38083029e+00  1.43066720e-10],[-3.99436415e+00  2.64072060e-05],[-4.22485485e+00  8.14954528e-05],[-7.14880497e-13 -4.99999950e-03]
5051,[-6.77959824e-25 -1.16219353e-25],[-4.22443237e+00  8.13324610e-05],[-1.38043077e+00  1.43066720e-10],[-3.99392032e+00  2.63485101e-05],[-4.22443237e+00  8.13324610e-05],[-7.14880497e-13  4.99999950e-03]
5052,[-6.77959824e-25 -1.16219353e-25],[-4.22400992e+00  8.11697967e-05],[-1.38003137e+00  1.43066720e-10],[-3.99347655e+00  2.62899438e-05],[-4.22400992e+00  8.11697967e-05],[-7.14880497e-13 -4.99999950e-03]
5053,[-6.77959824e-25 -1.16219353e-25],[-4.22358752e+00  8.10074543e-05],[-1.37963209e+00  1.43066720e-10],[-3.99303282e+00  2.62315070e-05],[-4.22358752e+00  8.10074543e-05],[-7.14880497e-13  4.99999950e-03]
5054,[-6.77959824e-25 -1.16219353e-25],[-4.22316516e+00  8.08454395e-05],[-1.37923293e+00  1.43066720e-10],[-3.99258915e+00  2.61731997e-05],[-4.22316516e+00  8.08454395e-05],[-7.14880497e-13 -4.99999950e-03]
5055,[-6.77959824e-25 -1.16219353e-25],[-4.22274285e+00  8.06837466e-05],[-1.37883388e+00  1.43066720e-10],[-3.99214552e+00  2.61150220e-05],[-4.22274285e+00  8.06837466e-05],[-7.14880497e-13  4.99999950e-03]
5056,[-6.77959824e-25 -1.16219353e-25],[-4.22232057e+00  8.05223812e-05],[-1.37843496e+00  1.43066720e-10],[-3.99170195e+00  2.60569737e-05],[-4.22232057e+00  8.05223812e-05],[-7.14880497e-13 -4.99999950e-03]
5057,[-6.77959824e-25 -1.16219353e-25],[-4.22189834e+00  8.03613378e-05],[-1.37803615e+00  1.43066720e-10],[-3.99125842e+00  2.59990550e-05],[-4.22189834e+00  8.03613378e-05],[-7.14880497e-13  4.99999950e-03]
5058,[-6.77959824e-25 -1.16219353e-25],[-4.22147615e+00  8.02006164e-05],[-1.37763746e+00  1.43066720e-10],[-3.99081494e+00  2.59412603e-05],[-4.22147615e+00  8.02006164e-05],[-7.14880497e-13 -4.99999950e-03]
5059,[-6.77959824e-25 -1.16219353e-25],[-4.22105400e+00  8.00402169e-05],[-1.37723889e+00  1.43066720e-10],[-3.99037151e+00  2.58835946e-05],[-4.22105400e+00  8.00402169e-05],[-7.14880497e-13  4.99999950e-03]
5060,[-6.77959824e-25 -1.16219353e-25],[-4.22063190e+00  7.98801394e-05],[-1.37684044e+00  1.43066720e-10],[-3.98992813e+00  2.58260639e-05],[-4.22063190e+00  7.98801394e-05],[-7.14880497e-13 -4.99999950e-03]
5061,[-6.77959824e-25 -1.16219353e-25],[-4.22020983e+00  7.97203783e-05],[-1.37644211e+00  1.43066720e-10],[-3.98948480e+00  2.57686577e-05],[-4.22020983e+00  7.97203783e-05],[-7.14880497e-13  4.99999950e-03]
5062,[-6.77959824e-25 -1.16219353e-25],[-4.21978781e+00  7.95609392e-05],[-1.37604389e+00  1.43066720e-10],[-3.98904152e+00  2.57113805e-05],[-4.21978781e+00  7.95609392e-05],[-7.14880497e-13 -4.99999950e-03]
5063,[-6.77959824e-25 -1.16219353e-25],[-4.21936583e+00  7.94018165e-05],[-1.3756458e+00  1.4306672e-10],[-3.98859828e+00  2.56542272e-05],[-4.21936583e+00  7.94018165e-05],[-7.14880497e-13  4.99999950e-03]
5064,[-6.77959824e-25 -1.16219353e-25],[-4.21894390e+00  7.92430102e-05],[-1.37524782e+00  1.43066720e-10],[-3.9881551e+00  2.5597203e-05],[-4.21894390e+00  7.92430102e-05],[-7.14880497e-13 -4.99999950e-03]
5065,[-6.77959824e-25 -1.16219353e-25],[-4.21852200e+00  7.90845258e-05],[-1.37484996e+00  1.43066720e-10],[-3.98771197e+00  2.55403081e-05],[-4.21852200e+00  7.90845258e-05],[-7.14880497e-13  4.99999950e-03]
5066,[-6.77959824e-25 -1.16219353e-25],[-4.21810015e+00  7.89263579e-05],[-1.37445222e+00  1.43066720e-10],[-3.98726888e+00  2.54835373e-05],[-4.21810015e+00  7.89263579e-05],[-7.14880497e-13 -4.99999950e-03]
5067,[-6.77959824e-25 -1.16219353e-25],[-4.21767834e+00  7.87685008e-05],[-1.37405459e+00  1.43066720e-10],[-3.98682585e+00  2.54268954e-05],[-4.21767834e+00  7.87685008e-05],[-7.14880497e-13  4.99999950e-03]
5068,[-6.77959824e-25 -1.16219353e-25],[-4.21725657e+00  7.86109602e-05],[-1.37365709e+00  1.43066720e-10],[-3.98638286e+00  2.53703775e-05],[-4.21725657e+00  7.86109602e-05],[-7.14880497e-13 -4.99999950e-03]
5069,[-6.77959824e-25 -1.16219353e-25],[-4.21683485e+00  7.84537360e-05],[-1.3732597e+00  1.4306672e-10],[-3.98593992e+00  2.53139829e-05],[-4.21683485e+00  7.84537360e-05],[-7.14880497e-13  4.99999950e-03]
5070,[-6.77959824e-25 -1.16219353e-25],[-4.21641316e+00  7.82968281e-05],[-1.37286243e+00  1.43066720e-10],[-3.98549704e+00  2.52577173e-05],[-4.21641316e+00  7.82968281e-05],[-7.14880497e-13 -4.99999950e-03]
5071,[-6.77959824e-25 -1.16219353e-25],[-4.21599152e+00  7.81402312e-05],[-1.37246528e+00  1.43066720e-10],[-3.98505420e+00  2.52015756e-05],[-4.21599152e+00  7.81402312e-05],[-7.14880497e-13  4.99999950e-03]
5072,[-6.77959824e-25 -1.16219353e-25],[-4.21556992e+00  7.79839506e-05],[-1.37206825e+00  1.43066720e-10],[-3.98461141e+00  2.51455573e-05],[-4.21556992e+00  7.79839506e-05],[-7.14880497e-13 -4.99999950e-03]
5073,[-6.77959824e-25 -1.16219353e-25],[-4.21514837e+00  7.78279865e-05],[-1.37167133e+00  1.43066720e-10],[-3.98416867e+00  2.50896679e-05],[-4.21514837e+00  7.78279865e-05],[-7.14880497e-13  4.99999950e-03]
5074,[-6.77959824e-25 -1.16219353e-25],[-4.21472685e+00  7.76723277e-05],[-1.37127454e+00  1.43066720e-10],[-3.98372598e+00  2.50339025e-05],[-4.21472685e+00  7.76723277e-05],[-7.14880497e-13 -4.99999950e-03]
5075,[-6.77959824e-25 -1.16219353e-25],[-4.21430538e+00  7.75169797e-05],[-1.37087786e+00  1.43066720e-10],[-3.98328334e+00  2.49782549e-05],[-4.21430538e+00  7.75169797e-05],[-7.14880497e-13  4.99999950e-03]
5076,[-6.77959824e-25 -1.16219353e-25],[-4.21388395e+00  7.73619426e-05],[-1.3704813e+00  1.4306672e-10],[-3.98284074e+00  2.49227356e-05],[-4.21388395e+00  7.73619426e-05],[-7.14880497e-13 -4.99999950e-03]
5077,[-6.77959824e-25 -1.16219353e-25],[-4.21346256e+00  7.72072219e-05],[-1.37008485e+00  1.43066720e-10],[-3.98239820e+00  2.48673402e-05],[-4.21346256e+00  7.72072219e-05],[-7.14880497e-13  4.99999950e-03]
